min_child_weight,nthread,n_estimators,max_depth,learning_rate,max_delta_step,subsample,colsample_bytree,lambda,alpha,scale_pos_weight,$<training_time
0,0,0,0,0,0,0,0,0,0,0,20.88777137
0,0,0,0,0,0,0,0,0,0,1,20.9043541
0,0,0,0,0,0,0,0,0,1,0,20.92098212
0,0,0,0,0,0,0,0,0,1,1,20.84312582
0,0,0,0,0,0,0,0,1,0,0,21.04813671
0,0,0,0,0,0,0,0,1,0,1,20.90362644
0,0,0,0,0,0,0,0,1,1,0,20.82934475
0,0,0,0,0,0,0,0,1,1,1,20.91200352
0,0,0,0,0,0,0,1,0,0,0,32.92652321
0,0,0,0,0,0,0,1,0,0,1,33.05803585
0,0,0,0,0,0,0,1,0,1,0,32.97724676
0,0,0,0,0,0,0,1,0,1,1,32.98875356
0,0,0,0,0,0,0,1,1,0,0,32.96360779
0,0,0,0,0,0,0,1,1,0,1,32.97784853
0,0,0,0,0,0,0,1,1,1,0,33.01513505
0,0,0,0,0,0,0,1,1,1,1,33.10686898
0,0,0,0,0,0,1,0,0,0,0,15.70407653
0,0,0,0,0,0,1,0,0,0,1,15.77595735
0,0,0,0,0,0,1,0,0,1,0,15.74198055
0,0,0,0,0,0,1,0,0,1,1,15.73501873
0,0,0,0,0,0,1,0,1,0,0,15.69059682
0,0,0,0,0,0,1,0,1,0,1,15.819489
0,0,0,0,0,0,1,0,1,1,0,15.72613668
0,0,0,0,0,0,1,0,1,1,1,15.70260811
0,0,0,0,0,0,1,1,0,0,0,24.50927472
0,0,0,0,0,0,1,1,0,0,1,24.48175621
0,0,0,0,0,0,1,1,0,1,0,24.45464516
0,0,0,0,0,0,1,1,0,1,1,24.47788048
0,0,0,0,0,0,1,1,1,0,0,24.52909756
0,0,0,0,0,0,1,1,1,0,1,24.75097466
0,0,0,0,0,0,1,1,1,1,0,24.55095935
0,0,0,0,0,0,1,1,1,1,1,24.59559917
0,0,0,0,0,1,0,0,0,0,0,20.92851591
0,0,0,0,0,1,0,0,0,0,1,20.96988106
0,0,0,0,0,1,0,0,0,1,0,21.01486111
0,0,0,0,0,1,0,0,0,1,1,20.98755956
0,0,0,0,0,1,0,0,1,0,0,20.90679121
0,0,0,0,0,1,0,0,1,0,1,20.93926668
0,0,0,0,0,1,0,0,1,1,0,21.025805
0,0,0,0,0,1,0,0,1,1,1,20.96037102
0,0,0,0,0,1,0,1,0,0,0,33.15916204
0,0,0,0,0,1,0,1,0,0,1,33.08983135
0,0,0,0,0,1,0,1,0,1,0,33.15105295
0,0,0,0,0,1,0,1,0,1,1,33.29036403
0,0,0,0,0,1,0,1,1,0,0,33.06587911
0,0,0,0,0,1,0,1,1,0,1,33.03651333
0,0,0,0,0,1,0,1,1,1,0,33.21358466
0,0,0,0,0,1,0,1,1,1,1,33.08991337
0,0,0,0,0,1,1,0,0,0,0,15.79818797
0,0,0,0,0,1,1,0,0,0,1,15.86494422
0,0,0,0,0,1,1,0,0,1,0,15.8864615
0,0,0,0,0,1,1,0,0,1,1,15.81305981
0,0,0,0,0,1,1,0,1,0,0,15.74738407
0,0,0,0,0,1,1,0,1,0,1,15.94179201
0,0,0,0,0,1,1,0,1,1,0,15.86034989
0,0,0,0,0,1,1,0,1,1,1,15.86709023
0,0,0,0,0,1,1,1,0,0,0,24.57546735
0,0,0,0,0,1,1,1,0,0,1,24.52721643
0,0,0,0,0,1,1,1,0,1,0,24.73493576
0,0,0,0,0,1,1,1,0,1,1,24.60527968
0,0,0,0,0,1,1,1,1,0,0,24.60284448
0,0,0,0,0,1,1,1,1,0,1,24.59491062
0,0,0,0,0,1,1,1,1,1,0,24.6598177
0,0,0,0,0,1,1,1,1,1,1,24.6595757
0,0,0,0,1,0,0,0,0,0,0,20.74665308
0,0,0,0,1,0,0,0,0,0,1,54.25112271
0,0,0,0,1,0,0,0,0,1,0,108.2278111
0,0,0,0,1,0,0,0,0,1,1,108.6326365
0,0,0,0,1,0,0,0,1,0,0,108.2394938
0,0,0,0,1,0,0,0,1,0,1,108.4588869
0,0,0,0,1,0,0,0,1,1,0,108.4622955
0,0,0,0,1,0,0,0,1,1,1,108.331743
0,0,0,0,1,0,0,1,0,0,0,171.1630819
0,0,0,0,1,0,0,1,0,0,1,171.8301644
0,0,0,0,1,0,0,1,0,1,0,171.6818719
0,0,0,0,1,0,0,1,0,1,1,171.9117219
0,0,0,0,1,0,0,1,1,0,0,171.7325349
0,0,0,0,1,0,0,1,1,0,1,173.28302
0,0,0,0,1,0,0,1,1,1,0,171.6351585
0,0,0,0,1,0,0,1,1,1,1,172.3400764
0,0,0,0,1,0,1,0,0,0,0,83.0508635
0,0,0,0,1,0,1,0,0,0,1,82.59787822
0,0,0,0,1,0,1,0,0,1,0,82.69836211
0,0,0,0,1,0,1,0,0,1,1,82.72663283
0,0,0,0,1,0,1,0,1,0,0,82.65703559
0,0,0,0,1,0,1,0,1,0,1,82.66135263
0,0,0,0,1,0,1,0,1,1,0,82.92495918
0,0,0,0,1,0,1,0,1,1,1,83.1553297
0,0,0,0,1,0,1,1,0,0,0,128.5184557
0,0,0,0,1,0,1,1,0,0,1,128.0825498
0,0,0,0,1,0,1,1,0,1,0,128.5298967
0,0,0,0,1,0,1,1,0,1,1,128.9411876
0,0,0,0,1,0,1,1,1,0,0,127.9745784
0,0,0,0,1,0,1,1,1,0,1,128.0958416
0,0,0,0,1,0,1,1,1,1,0,128.3669546
0,0,0,0,1,0,1,1,1,1,1,128.5926991
0,0,0,0,1,1,0,0,0,0,0,108.348115
0,0,0,0,1,1,0,0,0,0,1,108.3218629
0,0,0,0,1,1,0,0,0,1,0,108.2424023
0,0,0,0,1,1,0,0,0,1,1,107.9723315
0,0,0,0,1,1,0,0,1,0,0,108.0868065
0,0,0,0,1,1,0,0,1,0,1,108.5456638
0,0,0,0,1,1,0,0,1,1,0,68.99467683
0,0,0,0,1,1,0,0,1,1,1,108.4222753
0,0,0,0,1,1,0,1,0,0,0,171.4083662
0,0,0,0,1,1,0,1,0,0,1,170.6471374
0,0,0,0,1,1,0,1,0,1,0,171.335228
0,0,0,0,1,1,0,1,0,1,1,171.1480751
0,0,0,0,1,1,0,1,1,0,0,170.6026511
0,0,0,0,1,1,0,1,1,0,1,170.8111842
0,0,0,0,1,1,0,1,1,1,0,171.076329
0,0,0,0,1,1,0,1,1,1,1,171.4220424
0,0,0,0,1,1,1,0,0,0,0,82.97139645
0,0,0,0,1,1,1,0,0,0,1,82.73044133
0,0,0,0,1,1,1,0,0,1,0,83.10394669
0,0,0,0,1,1,1,0,0,1,1,82.89471626
0,0,0,0,1,1,1,0,1,0,0,82.80312109
0,0,0,0,1,1,1,0,1,0,1,82.74732542
0,0,0,0,1,1,1,0,1,1,0,83.33897901
0,0,0,0,1,1,1,0,1,1,1,83.09317565
0,0,0,0,1,1,1,1,0,0,0,128.5362976
0,0,0,0,1,1,1,1,0,0,1,128.5958021
0,0,0,0,1,1,1,1,0,1,0,129.1361754
0,0,0,0,1,1,1,1,0,1,1,128.8473549
0,0,0,0,1,1,1,1,1,0,0,128.7022073
0,0,0,0,1,1,1,1,1,0,1,92.61269212
0,0,0,0,1,1,1,1,1,1,0,124.6437747
0,0,0,0,1,1,1,1,1,1,1,129.3396389
0,0,0,1,0,0,0,0,0,0,0,391.8646843
0,0,0,1,0,0,0,0,0,0,1,390.648155
0,0,0,1,0,0,0,0,0,1,0,372.9569809
0,0,0,1,0,0,0,0,0,1,1,371.3406568
0,0,0,1,0,0,0,0,1,0,0,372.2858586
0,0,0,1,0,0,0,0,1,0,1,371.5222261
0,0,0,1,0,0,0,0,1,1,0,372.0541313
0,0,0,1,0,0,0,0,1,1,1,329.1082675
0,0,0,1,0,0,0,1,0,0,0,698.1503153
0,0,0,1,0,0,0,1,0,0,1,698.1437631
0,0,0,1,0,0,0,1,0,1,0,670.3544996
0,0,0,1,0,0,0,1,0,1,1,626.9561281
0,0,0,1,0,0,0,1,1,0,0,665.7452319
0,0,0,1,0,0,0,1,1,0,1,666.4797833
0,0,0,1,0,0,0,1,1,1,0,664.8141184
0,0,0,1,0,0,0,1,1,1,1,670.7250538
0,0,0,1,0,0,1,0,0,0,0,252.2434552
0,0,0,1,0,0,1,0,0,0,1,294.0574172
0,0,0,1,0,0,1,0,0,1,0,295.9874964
0,0,0,1,0,0,1,0,0,1,1,295.841501
0,0,0,1,0,0,1,0,1,0,0,294.0038285
0,0,0,1,0,0,1,0,1,0,1,293.7362761
0,0,0,1,0,0,1,0,1,1,0,295.43273
0,0,0,1,0,0,1,0,1,1,1,297.637532
0,0,0,1,0,0,1,1,0,0,0,518.6220186
0,0,0,1,0,0,1,1,0,0,1,476.5164399
0,0,0,1,0,0,1,1,0,1,0,521.4213965
0,0,0,1,0,0,1,1,0,1,1,521.1499374
0,0,0,1,0,0,1,1,1,0,0,515.018266
0,0,0,1,0,0,1,1,1,0,1,516.2915244
0,0,0,1,0,0,1,1,1,1,0,522.480866
0,0,0,1,0,0,1,1,1,1,1,480.1410971
0,0,0,1,0,1,0,0,0,0,0,390.7344649
0,0,0,1,0,1,0,0,0,0,1,391.4289286
0,0,0,1,0,1,0,0,0,1,0,372.6211233
0,0,0,1,0,1,0,0,0,1,1,372.5401363
0,0,0,1,0,1,0,0,1,0,0,372.1104093
0,0,0,1,0,1,0,0,1,0,1,371.5738823
0,0,0,1,0,1,0,0,1,1,0,371.4079165
0,0,0,1,0,1,0,0,1,1,1,329.1611879
0,0,0,1,0,1,0,1,0,0,0,701.3231993
0,0,0,1,0,1,0,1,0,0,1,698.0121517
0,0,0,1,0,1,0,1,0,1,0,669.1609981
0,0,0,1,0,1,0,1,0,1,1,669.1997519
0,0,0,1,0,1,0,1,1,0,0,630.210269
0,0,0,1,0,1,0,1,1,0,1,668.5245824
0,0,0,1,0,1,0,1,1,1,0,667.8940425
0,0,0,1,0,1,0,1,1,1,1,668.8258631
0,0,0,1,0,1,1,0,0,0,0,297.847224
0,0,0,1,0,1,1,0,0,0,1,299.0243936
0,0,0,1,0,1,1,0,0,1,0,258.7484231
0,0,0,1,0,1,1,0,0,1,1,301.1256306
0,0,0,1,0,1,1,0,1,0,0,296.7413471
0,0,0,1,0,1,1,0,1,0,1,297.3681586
0,0,0,1,0,1,1,0,1,1,0,298.8833585
0,0,0,1,0,1,1,0,1,1,1,300.4942358
0,0,0,1,0,1,1,1,0,0,0,523.138499
0,0,0,1,0,1,1,1,0,0,1,492.4495344
0,0,0,1,0,1,1,1,0,1,0,527.4090769
0,0,0,1,0,1,1,1,0,1,1,529.2025895
0,0,0,1,0,1,1,1,1,0,0,523.6722934
0,0,0,1,0,1,1,1,1,0,1,521.6524136
0,0,0,1,0,1,1,1,1,1,0,529.2397823
0,0,0,1,0,1,1,1,1,1,1,529.4017158
0,0,0,1,1,0,0,0,0,0,0,348.8717699
0,0,0,1,1,0,0,0,0,0,1,391.5277789
0,0,0,1,1,0,0,0,0,1,0,374.3663955
0,0,0,1,1,0,0,0,0,1,1,373.4310732
0,0,0,1,1,0,0,0,1,0,0,380.7919645
0,0,0,1,1,0,0,0,1,0,1,380.1484783
0,0,0,1,1,0,0,0,1,1,0,373.459028
0,0,0,1,1,0,0,0,1,1,1,372.35007
0,0,0,1,1,0,0,1,0,0,0,674.4098752
0,0,0,1,1,0,0,1,0,0,1,713.1365404
0,0,0,1,1,0,0,1,0,1,0,668.6107929
0,0,0,1,1,0,0,1,0,1,1,667.0412626
0,0,0,1,1,0,0,1,1,0,0,642.2920184
0,0,0,1,1,0,0,1,1,0,1,683.6333916
0,0,0,1,1,0,0,1,1,1,0,666.7886162
0,0,0,1,1,0,0,1,1,1,1,665.69699
0,0,0,1,1,0,1,0,0,0,0,305.5424709
0,0,0,1,1,0,1,0,0,0,1,331.4508209
0,0,0,1,1,0,1,0,0,1,0,246.9529467
0,0,0,1,1,0,1,0,0,1,1,290.4983876
0,0,0,1,1,0,1,0,1,0,0,290.0149746
0,0,0,1,1,0,1,0,1,0,1,289.6899476
0,0,0,1,1,0,1,0,1,1,0,289.6870391
0,0,0,1,1,0,1,0,1,1,1,289.1419554
0,0,0,1,1,0,1,1,0,0,0,527.0189316
0,0,0,1,1,0,1,1,0,0,1,526.283601
0,0,0,1,1,0,1,1,0,1,0,473.4697282
0,0,0,1,1,0,1,1,0,1,1,515.1045301
0,0,0,1,1,0,1,1,1,0,0,516.0033827
0,0,0,1,1,0,1,1,1,0,1,515.5501268
0,0,0,1,1,0,1,1,1,1,0,515.2602208
0,0,0,1,1,0,1,1,1,1,1,514.5990248
0,0,0,1,1,1,0,0,0,0,0,354.006789
0,0,0,1,1,1,0,0,0,0,1,394.0278809
0,0,0,1,1,1,0,0,0,1,0,376.3231101
0,0,0,1,1,1,0,0,0,1,1,375.7431881
0,0,0,1,1,1,0,0,1,0,0,381.4962678
0,0,0,1,1,1,0,0,1,0,1,383.0993328
0,0,0,1,1,1,0,0,1,1,0,375.4877377
0,0,0,1,1,1,0,0,1,1,1,375.110059
0,0,0,1,1,1,0,1,0,0,0,671.2126403
0,0,0,1,1,1,0,1,0,0,1,713.8370149
0,0,0,1,1,1,0,1,0,1,0,671.0493612
0,0,0,1,1,1,0,1,0,1,1,672.5369585
0,0,0,1,1,1,0,1,1,0,0,646.898169
0,0,0,1,1,1,0,1,1,0,1,688.9988492
0,0,0,1,1,1,0,1,1,1,0,672.7803369
0,0,0,1,1,1,0,1,1,1,1,670.327004
0,0,0,1,1,1,1,0,0,0,0,297.7051635
0,0,0,1,1,1,1,0,0,0,1,298.6741011
0,0,0,1,1,1,1,0,0,1,0,294.0390604
0,0,0,1,1,1,1,0,0,1,1,251.8680208
0,0,0,1,1,1,1,0,1,0,0,292.9839585
0,0,0,1,1,1,1,0,1,0,1,294.2844625
0,0,0,1,1,1,1,0,1,1,0,293.2850444
0,0,0,1,1,1,1,0,1,1,1,292.7700548
0,0,0,1,1,1,1,1,0,0,0,534.4777889
0,0,0,1,1,1,1,1,0,0,1,529.781842
0,0,0,1,1,1,1,1,0,1,0,495.9674788
0,0,0,1,1,1,1,1,0,1,1,510.1849368
0,0,0,1,1,1,1,1,1,0,0,521.0105686
0,0,0,1,1,1,1,1,1,0,1,520.0983679
0,0,0,1,1,1,1,1,1,1,0,522.7318277
0,0,0,1,1,1,1,1,1,1,1,524.0593846
0,0,1,0,0,0,0,0,0,0,0,54.26956224
0,0,1,0,0,0,0,0,0,0,1,54.15805221
0,0,1,0,0,0,0,0,0,1,0,54.13896394
0,0,1,0,0,0,0,0,0,1,1,54.24804163
0,0,1,0,0,0,0,0,1,0,0,54.21656084
0,0,1,0,0,0,0,0,1,0,1,54.66320491
0,0,1,0,0,0,0,0,1,1,0,28.58326316
0,0,1,0,0,0,0,0,1,1,1,39.23490381
0,0,1,0,0,0,0,1,0,0,0,84.96399045
0,0,1,0,0,0,0,1,0,0,1,85.24134731
0,0,1,0,0,0,0,1,0,1,0,85.18802261
0,0,1,0,0,0,0,1,0,1,1,85.07575965
0,0,1,0,0,0,0,1,1,0,0,85.34203959
0,0,1,0,0,0,0,1,1,0,1,84.90367603
0,0,1,0,0,0,0,1,1,1,0,85.4859283
0,0,1,0,0,0,0,1,1,1,1,85.22589803
0,0,1,0,0,0,1,0,0,0,0,41.33782649
0,0,1,0,0,0,1,0,0,0,1,41.45231652
0,0,1,0,0,0,1,0,0,1,0,41.50467181
0,0,1,0,0,0,1,0,0,1,1,41.48050809
0,0,1,0,0,0,1,0,1,0,0,41.28317618
0,0,1,0,0,0,1,0,1,0,1,41.96182919
0,0,1,0,0,0,1,0,1,1,0,41.60540438
0,0,1,0,0,0,1,0,1,1,1,41.77848601
0,0,1,0,0,0,1,1,0,0,0,64.01326299
0,0,1,0,0,0,1,1,0,0,1,64.60183072
0,0,1,0,0,0,1,1,0,1,0,63.87431931
0,0,1,0,0,0,1,1,0,1,1,64.0065825
0,0,1,0,0,0,1,1,1,0,0,64.00966144
0,0,1,0,0,0,1,1,1,0,1,63.81359291
0,0,1,0,0,0,1,1,1,1,0,64.43744969
0,0,1,0,0,0,1,1,1,1,1,65.64000416
0,0,1,0,0,1,0,0,0,0,0,54.29368663
0,0,1,0,0,1,0,0,0,0,1,54.32886124
0,0,1,0,0,1,0,0,0,1,0,54.3698597
0,0,1,0,0,1,0,0,0,1,1,54.48426843
0,0,1,0,0,1,0,0,1,0,0,54.41778708
0,0,1,0,0,1,0,0,1,0,1,54.46958137
0,0,1,0,0,1,0,0,1,1,0,54.58214021
0,0,1,0,0,1,0,0,1,1,1,54.47520423
0,0,1,0,0,1,0,1,0,0,0,85.48400092
0,0,1,0,0,1,0,1,0,0,1,85.5952208
0,0,1,0,0,1,0,1,0,1,0,85.60252881
0,0,1,0,0,1,0,1,0,1,1,86.30611396
0,0,1,0,0,1,0,1,1,0,0,85.52092981
0,0,1,0,0,1,0,1,1,0,1,85.60646963
0,0,1,0,0,1,0,1,1,1,0,85.80330205
0,0,1,0,0,1,0,1,1,1,1,85.67691398
0,0,1,0,0,1,1,0,0,0,0,41.8477447
0,0,1,0,0,1,1,0,0,0,1,41.8314774
0,0,1,0,0,1,1,0,0,1,0,41.97454238
0,0,1,0,0,1,1,0,0,1,1,41.88343477
0,0,1,0,0,1,1,0,1,0,0,41.67792296
0,0,1,0,0,1,1,0,1,0,1,41.62821364
0,0,1,0,0,1,1,0,1,1,0,41.65727258
0,0,1,0,0,1,1,0,1,1,1,42.03422737
0,0,1,0,0,1,1,1,0,0,0,63.81502867
0,0,1,0,0,1,1,1,0,0,1,64.00388241
0,0,1,0,0,1,1,1,0,1,0,64.17099643
0,0,1,0,0,1,1,1,0,1,1,22.77025032
0,0,1,0,0,1,1,1,1,0,0,65.36713004
0,0,1,0,0,1,1,1,1,0,1,63.94373155
0,0,1,0,0,1,1,1,1,1,0,64.10188699
0,0,1,0,0,1,1,1,1,1,1,64.11994529
0,0,1,0,1,0,0,0,0,0,0,53.98596025
0,0,1,0,1,0,0,0,0,0,1,54.00464797
0,0,1,0,1,0,0,0,0,1,0,53.88408947
0,0,1,0,1,0,0,0,0,1,1,53.84082627
0,0,1,0,1,0,0,0,1,0,0,53.81713653
0,0,1,0,1,0,0,0,1,0,1,53.89546299
0,0,1,0,1,0,0,0,1,1,0,53.92308426
0,0,1,0,1,0,0,0,1,1,1,53.95861006
0,0,1,0,1,0,0,1,0,0,0,86.09015274
0,0,1,0,1,0,0,1,0,0,1,84.69222617
0,0,1,0,1,0,0,1,0,1,0,85.19389391
0,0,1,0,1,0,0,1,0,1,1,85.18187547
0,0,1,0,1,0,0,1,1,0,0,85.06864142
0,0,1,0,1,0,0,1,1,0,1,85.30901551
0,0,1,0,1,0,0,1,1,1,0,86.02295613
0,0,1,0,1,0,0,1,1,1,1,85.2718091
0,0,1,0,1,0,1,0,0,0,0,41.25661111
0,0,1,0,1,0,1,0,0,0,1,41.33548522
0,0,1,0,1,0,1,0,0,1,0,41.4263649
0,0,1,0,1,0,1,0,0,1,1,41.24526072
0,0,1,0,1,0,1,0,1,0,0,41.14708805
0,0,1,0,1,0,1,0,1,0,1,41.40342999
0,0,1,0,1,0,1,0,1,1,0,41.33020592
0,0,1,0,1,0,1,0,1,1,1,41.38823867
0,0,1,0,1,0,1,1,0,0,0,64.28357911
0,0,1,0,1,0,1,1,0,0,1,64.22572541
0,0,1,0,1,0,1,1,0,1,0,64.6651001
0,0,1,0,1,0,1,1,0,1,1,64.35030746
0,0,1,0,1,0,1,1,1,0,0,65.65221071
0,0,1,0,1,0,1,1,1,0,1,63.84901452
0,0,1,0,1,0,1,1,1,1,0,63.54925704
0,0,1,0,1,0,1,1,1,1,1,63.58523941
0,0,1,0,1,1,0,0,0,0,0,54.23315263
0,0,1,0,1,1,0,0,0,0,1,54.03675103
0,0,1,0,1,1,0,0,0,1,0,54.20024467
0,0,1,0,1,1,0,0,0,1,1,54.16117477
0,0,1,0,1,1,0,0,1,0,0,54.1482234
0,0,1,0,1,1,0,0,1,0,1,54.02778149
0,0,1,0,1,1,0,0,1,1,0,54.23913836
0,0,1,0,1,1,0,0,1,1,1,54.32352233
0,0,1,0,1,1,0,1,0,0,0,85.38889265
0,0,1,0,1,1,0,1,0,0,1,85.54786348
0,0,1,0,1,1,0,1,0,1,0,85.58579373
0,0,1,0,1,1,0,1,0,1,1,44.06978869
0,0,1,0,1,1,0,1,1,0,0,85.71043944
0,0,1,0,1,1,0,1,1,0,1,85.49032307
0,0,1,0,1,1,0,1,1,1,0,85.6697104
0,0,1,0,1,1,0,1,1,1,1,85.59684515
0,0,1,0,1,1,1,0,0,0,0,41.31270456
0,0,1,0,1,1,1,0,0,0,1,41.44384742
0,0,1,0,1,1,1,0,0,1,0,41.54321861
0,0,1,0,1,1,1,0,0,1,1,41.59993911
0,0,1,0,1,1,1,0,1,0,0,41.51608515
0,0,1,0,1,1,1,0,1,0,1,41.73257089
0,0,1,0,1,1,1,0,1,1,0,41.59847879
0,0,1,0,1,1,1,0,1,1,1,41.68336463
0,0,1,0,1,1,1,1,0,0,0,64.13486814
0,0,1,0,1,1,1,1,0,0,1,64.51128936
0,0,1,0,1,1,1,1,0,1,0,64.75572824
0,0,1,0,1,1,1,1,0,1,1,64.47241807
0,0,1,0,1,1,1,1,1,0,0,64.20994902
0,0,1,0,1,1,1,1,1,0,1,64.60239005
0,0,1,0,1,1,1,1,1,1,0,64.91699862
0,0,1,0,1,1,1,1,1,1,1,69.58129072
0,0,1,1,0,0,0,0,0,0,0,206.9334154
0,0,1,1,0,0,0,0,0,0,1,316.5099671
0,0,1,1,0,0,0,0,0,1,0,183.7713273
0,0,1,1,0,0,0,0,0,1,1,183.9217675
0,0,1,1,0,0,0,0,1,0,0,186.031472
0,0,1,1,0,0,0,0,1,0,1,186.6967409
0,0,1,1,0,0,0,0,1,1,0,153.1720717
0,0,1,1,0,0,0,0,1,1,1,177.2466908
0,0,1,1,0,0,0,1,0,0,0,349.9541392
0,0,1,1,0,0,0,1,0,0,1,349.9002097
0,0,1,1,0,0,0,1,0,1,0,321.0098848
0,0,1,1,0,0,0,1,0,1,1,321.2416017
0,0,1,1,0,0,0,1,1,0,0,323.7503188
0,0,1,1,0,0,0,1,1,0,1,324.2086368
0,0,1,1,0,0,0,1,1,1,0,320.8350208
0,0,1,1,0,0,0,1,1,1,1,320.4048882
0,0,1,1,0,0,1,0,0,0,0,143.7646809
0,0,1,1,0,0,1,0,0,0,1,117.3791311
0,0,1,1,0,0,1,0,0,1,0,147.47858
0,0,1,1,0,0,1,0,0,1,1,148.9198911
0,0,1,1,0,0,1,0,1,0,0,147.7332225
0,0,1,1,0,0,1,0,1,0,1,147.3258286
